緯度,経度,名称,住所,区,診療科,電話番号,診療時間,休診日等,URL
35.946164,139.69326,医療法人自然堂峯小児科,埼玉県さいたま市岩槻区本町1-16-6,岩槻区,小児科・耳鼻咽喉科,(048)756-0070,09:00~18:00,日・祝,
35.947483,139.691577,じんの小児科,埼玉県さいたま市岩槻区本町1-8-11,岩槻区,小児科,(048)756-8181,09:00~12:00 14:30~18:00,日・祝,
35.949686,139.693708,いわつき小児科クリニック,埼玉県さいたま市岩槻区本町3-2-32 東玉ビル2階,岩槻区,小児科,(048)757-0800,09:00~12:30 14:30~18:00,水土午後・日・祝,
35.948783,139.694513,かみうら耳鼻咽喉科,埼玉県さいたま市岩槻区本町1-5-3 ,岩槻区,耳鼻咽喉科,(048)757-2203,09:30~12:30 15:00~18:30,土午後 日 祝,
35.9455842711634,139.695682543178,丸山記念総合病院,埼玉県さいたま市岩槻区本町2-10-5,岩槻区,皮膚科・眼科・耳鼻咽喉科,(048)757-3511,08:30~17:00 00:00~00:00,水・祝・第1日曜日,
35.9561898101436,139.716159096596,まつざわ耳鼻咽喉科,埼玉県さいたま市岩槻区南平野3-7-17,岩槻区,耳鼻咽喉科,(048)758-8733,09:00~12:30 15:00~18:00,水 土午後 日 祝,
35.85164,139.67418,森永眼科クリニック,埼玉県さいたま市南区南浦和2-12-18 松永ビル3F,南区,眼科,(048)762-6152,09:00~12:30 14:30~18:00,木 日 祝 月午後,
35.850183,139.667925,たんぽぽ子どもクリニック,埼玉県さいたま市南区南浦和1-33-15 2F,南区,小児科,(048)762-8066,09:00~12:00 14:00~18:00,木、日、祝、土午後,
35.900182,139.624677,上落合クリニック,埼玉県さいたま市中央区上落合9-4-15,中央区,小児科,(048)762-9110,09:00~12:00 15:00~18:00,水土の午後、日祝,
35.8470525847459,139.67043067097,共栄クリニック,埼玉県さいたま市南区南浦和2-38-6 草野ビル201号室,南区,皮膚科,(048)764-8001,09:00~12:00 14:00~18:00,土 日 祝,
35.875512,139.627822,医療法人黎明仁会ヒロクリニック,埼玉県さいたま市中央区鈴谷6-8-18,中央区,皮膚科,(048)764-8717,09:00~12:00 15:00~18:00,木、日、祝、月~土午前,
35.8462694453967,139.668034422279,南浦和駅前ファミリー耳鼻咽喉科,埼玉県さいたま市南区南本町1-8-1 コイケレジデンス301号室,南区,耳鼻咽喉科,(048)767-3317,09:00~12:30 15:00~18:30,土午後 日祝,
35.87904,139.62573,おぎはら耳鼻咽喉科,埼玉県さいたま市中央区本町東1-5-3,中央区,耳鼻咽喉科,(048)767-3741,09:00~12:00 15:00~18:30,水、土午後、日、祝,
35.8715952934585,139.642199671866,北浦和ファミリー耳鼻咽喉科,埼玉県さいたま市浦和区常盤9-32-15 今井ビル4階,浦和区,耳鼻咽喉科,(048)767-5282,09:00~12:30 15:00~18:30,土午後、日祝,
35.8756966963303,139.695114513696,どんぐり耳鼻咽喉科,埼玉県さいたま市緑区大間木412-10,緑区,耳鼻咽喉科,(048)767-5421,09:00~12:00 14:30~18:00,木 日 祝,
35.8587755024258,139.656849578644,浦和駅ユーカリ耳鼻咽喉科,埼玉県さいたま市浦和区高砂1-16-12 アトレ浦和WestArea4階,浦和区,耳鼻咽喉科,(048)767-5875,10:00~13:30 16:00~20:00,木,
35.8600645289457,139.655903817489,浦和アイみらいクリニック,埼玉県さいたま市浦和区仲町1-1-10 ウイング浦和ビル4階,浦和区,眼科,(048)767-6007,10:30~13:30 15:00~18:00,水 木 日 祝,
35.94959,139.69253,やながわ眼科,埼玉県さいたま市岩槻区本町1-1-2 岩槻駅前ビル2階、3階,岩槻区,眼科,(048)767-7007,09:00~12:30 14:30~17:30,日・祝・土午後・,
35.8717511635409,139.645210196959,北浦和眼科,埼玉県さいたま市浦和区北浦和4-3-1 かとれあビル1・2階,浦和区,眼科,(048)767-7838,09:00~13:30 15:00~18:30,月・祝,
35.89945,139.72692,医療法人社団友暖会 ともクリニック,埼玉県さいたま市緑区美園3-10-13 DKK5ビル2階202,緑区,皮膚科,(048)767-8747,09:00~11:30 15:00~18:00,日 祝 土午後,
35.93152449,139.63310606,ひかりクリニック大宮,埼玉県さいたま市北区土呂町2-17-2 小泉ビル2階,北区,皮膚科,(048)778-7400,08:30~12:30 13:30~17:30,日祝,
35.936395,139.618882,しもかわ眼科クリニック,埼玉県さいたま市北区宮原町1-435,北区,眼科,(048)778-7703,09:00~12:00 15:00~18:00,木・土午後  日 祝,
35.9059204725144,139.62570449637,医療法人社団鉄結会埼玉の粉瘤・ほくろ・できもの・赤ら顔・ワキガ治療アイシークリニック大宮院,埼玉県さいたま市大宮区大門町1-60 福美メディカル2階B区画,大宮区,皮膚科,(048)779-8181,10:00~14:00 15:00~19:00,年末年始,
35.918768,139.615766,ひかりクリニック,埼玉県さいたま市大宮区大成町3-339-2 光ビル1階・2階,大宮区,皮膚科,(048)779-8191,08:30~12:30 13:30~17:30,,
35.899846,139.642156,すずひろクリニック,埼玉県さいたま市大宮区天沼町2-759,大宮区,皮膚科,(048)779-8575,08:45~12:30 14:00~18:00,木、日、祝,
35.910139,139.633804,鼻・副鼻腔クリニック大宮,埼玉県さいたま市大宮区東町2-250-9,大宮区,耳鼻咽喉科,(048)779-8732,09:30~13:30 15:00~19:00,月・日・祝,
35.934919,139.594807,花の丘キッズクリニック,埼玉県さいたま市西区大字内野本郷578-4,西区,小児科,(048)780-2075,09:00~12:00 14:00~17:30,金、日祝、土午後,
35.910866,139.627621,小児科 中村医院,埼玉県さいたま市大宮区宮町3-135,大宮区,小児科,(048)780-2771,08:30~12:00 13:00~18:00,木午後・土午後・日・祝,
35.89605,139.57819,こみねクリニック,埼玉県さいたま市西区二ツ宮397-1,西区,皮膚科,(048)782-4799,09:00~12:30 14:30~18:00,日・祝日,
35.904804,139.62796,医療法人社団白報会在宅クリニックドクターランド大宮,埼玉県さいたま市大宮区仲町2-60 仲町川鍋ビル2階,大宮区,皮膚科・眼科・耳鼻咽喉科,(048)782-6231,09:00~17:00,土・日・祝,
35.9087766882274,139.628504973592,かとうこどもクリニック,埼玉県さいたま市大宮区大門町3-190 大宮豊田ビル201号室,大宮区,小児科,(048)782-6731,09:30~12:00 13:00~17:00,金、日、祝、土午後,
35.953536,139.61201,わかたび皮ふ科,埼玉県さいたま市北区吉野町1-388-14,北区,皮膚科,(048)782-9872,09:00~12:30 15:00~18:30,木日祝,
35.900858,139.604813,三橋皮フ科クリニック,埼玉県さいたま市大宮区三橋2-897-3,大宮区,皮膚科,(048)783-2745,09:00~11:30 14:30~17:30,木日祝,
35.907367,139.627317,大宮東口耳鼻咽喉科クリニック,埼玉県さいたま市大宮区大門町2-118 大宮門街4階,大宮区,耳鼻咽喉科,(048)783-3319,10:00~13:00 15:00~19:00,土午後、日、祝,
35.936395,139.618882,かものみやピッコロクリニック,埼玉県さいたま市北区宮原町1-435,北区,小児科,(048)783-3704,09:00~12:00 14:00~18:00,水午前 金土午後 日 祝,
35.909734,139.635115,さいき眼科,埼玉県さいたま市大宮区堀の内町1-330 ハートフル大宮ビル2階202号室,大宮区,眼科,(048)783-5815,09:00~12:30 14:30~18:00,木 日 祝  土(午後),
35.9096910435914,139.629070346471,スリープメディカルクリニック大宮院,埼玉県さいたま市大宮区高鼻町1-31-1 TOPS大宮2階A号室,大宮区,耳鼻咽喉科,(048)788-1020,11:00~20:00,,
35.904187,139.62326,医療法人大宮はまだ眼科西口分院,埼玉県さいたま市大宮区桜木町1-169-1,大宮区,眼科,(048)788-1204,09:30~18:00 00:00~00:00,日祝,
35.90637,139.62162,ヒロクリニック大宮駅前院,埼玉県さいたま市大宮区桜木町2-2-12 藤沢ビル2階,大宮区,皮膚科,(048)788-1537,10:00~13:00 14:20~18:00,火・水・祝(火水),
35.92222,139.61338,医療法人心 むらのひがしクリニック,埼玉県さいたま市北区大成町4-318-3,北区,眼科,(048)788-1781,08:30~12:00 14:30~17:00,木 日 祝 土午後,
35.931633,139.627975,特別養護老人ホーム みちみち大宮診療所,埼玉県さいたま市北区植竹町2-69-7,北区,皮膚科,(048)788-2055,13:00~14:35,月、火、水、木、土、日、祝及び金午前,
35.9060504,139.62374336,大宮いけだ眼科,埼玉県さいたま市大宮区錦町630 ルミネ大宮店ルミネ2 4階,大宮区,眼科,(048)788-2425,10:00~13:30 15:00~19:00,水,
35.90434788,139.62328787,医療法人社団CARNA EMMO FACE CLINIC,埼玉県さいたま市大宮区桜木町1-153-1 M.Y Heritage1階,大宮区,皮膚科,(048)788-2438,10:00~19:00,月、木,
35.8470525847459,139.67043067097,MSクリニック大宮,埼玉県さいたま市大宮区桜木町1-1-12 NYビル8階,大宮区,皮膚科,(048)788-5215,10:00~20:00,火水木金 祝,
35.923263,139.580699,愛和病院附属西大宮小児科クリニック,埼玉県さいたま市西区西大宮1-1-11 1階,西区,小児科,(048)788-8811,08:45~12:00 14:30~18:00,日 祝,
35.880256,139.625461,さいとう眼科クリニック,埼玉県さいたま市中央区本町東1-13-20,中央区,眼科,(048)789-6987,09:30~13:00 15:00~19:00,水・日・祝,
35.890681,139.61919,前山クリニック,埼玉県さいたま市中央区本町東6-1-3 スズキビル1階,中央区,小児科,(048)789-7190,09:30~12:30 15:30~18:30,火午前、土午後、日、祝,
35.871597,139.642227,かわさき眼科,埼玉県さいたま市浦和区常盤9-32-15 今井ビル2階,浦和区,眼科,(048)789-7500,09:00~13:00 14:30~18:00,火、金午後、日、祝,
35.8461681299503,139.657402840764,細井ファミリークリニック,埼玉県さいたま市南区白幡1-8-4,南区,小児科,(048)789-7700,09:00~12:00 14:00~18:00,水 日 祝,
35.89084,139.73152,美園眼科,埼玉県さいたま市緑区美園5-50-1 イオンモール浦和美園1階,緑区,眼科,(048)789-7717,10:30~13:30 15:00~19:00,,
35.965497,139.696646,医療法人社団豊栄会岩槻いまい眼科,埼玉県さいたま市岩槻区岩槻502番地,岩槻区,眼科,(048)790-5656,09:00~12:30 15:00~18:00,土PM 日 祝,
35.977824,139.711771,医療法人社団医凰会 さいたま岩槻病院,埼玉県さいたま市岩槻区大字慈恩寺75,岩槻区,皮膚科,(048)793-2011,,,
35.8973525957303,139.73379477191,浦和美園クリニック,埼玉県さいたま市岩槻区美園東1-2-12,岩槻区,皮膚科,(048)793-4845,09:00~12:00 14:00~19:00,日 祝 土午後,
35.912024,139.589932,工藤クリニック,埼玉県さいたま市西区三橋6-160-4,西区,皮膚科,(048)793-7363,09:00~12:30 14:30~19:30,土午後 日祝,
35.964532,139.709597,岩槻中央病院,埼玉県さいたま市岩槻区東岩槻2-2-20,岩槻区,皮膚科,(048)794-1144,09:00~12:00 14:00~17:00,日・祝,
35.970199,139.698089,医療法人社団真誠会いわつき城北クリニック,埼玉県さいたま市岩槻区上野1-17-22,岩槻区,皮膚科,(048)795-2590,09:00~12:00 15:00~18:00,日・祝,
35.925013,139.594704,さいたま新開橋クリニック,埼玉県さいたま市西区宮前町408-1,西区,眼科,(048)795-4760,09:00~12:30 15:00~18:00,土午後・日・祝,
35.9438059671803,139.710970499083,さいたま市療育センターひなぎく,埼玉県さいたま市岩槻区府内1-8-1,岩槻区,小児科,(048)796-7013,09:00~12:00 13:00~17:00,土 日 祝,
35.856129,139.653567,かめの森診療所,埼玉県さいたま市浦和区岸町7-4-2,浦和区,耳鼻咽喉科,(048)796-7633,09:00~12:00 15:00~18:00,木・土午後・日・祝,
35.945617626643,139.651192323911,ハレノテラス耳鼻咽喉科,埼玉県さいたま市見沼区島町393番地 ハレノテラスC棟2階,見沼区,耳鼻咽喉科,(048)796-8714,09:30~12:30 15:00~18:30,水日祝 土午後,
35.928709076894,139.663585743985,大宮みぬま眼科,埼玉県さいたま市見沼区蓮沼1436,見沼区,眼科,(048)796-8846,10:00~13:30 14:30~18:30,年末年始,
35.924317,139.712465,目白大学耳科学研究所クリニック,埼玉県さいたま市岩槻区浮谷320,岩槻区,耳鼻咽喉科,(048)797-3341,09:00~12:00 14:00~16:00,土 日 祝,
35.900444,139.733223,みそのこどもクリニック,埼玉県さいたま市岩槻区美園東1-7-15 サンシャインプラザ1階,岩槻区,小児科,(048)797-4152,09:00~12:00 14:00~18:00,木土午後 日祝,
35.8529176441804,139.627573952809,わいわい小児科,埼玉県さいたま市桜区西堀4-3-23,桜区,小児科,(048)799-2403,09:30~13:00 14:30~18:00,水 日 祝,
35.849339,139.692734,特別養護老人ホーム埼玉さくらんぼII番館医務室,埼玉県さいたま市南区大字太田窪3516-17,南区,皮膚科,(048)799-2960,12:10~12:50,月午後以外,
35.8464390284466,139.667436250475,医療法人社団ナイズ キャップスクリニックまるひろ南浦和店,埼玉県さいたま市南区南本町1-7-4 丸広百貨店5階,南区,小児科,(048)799-3155,09:00~13:00 15:00~21:00,,
35.862013,139.703491,楠本こどもクリニック,埼玉県さいたま市緑区東浦和1-21-7,緑区,小児科,(048)810-5111,09:00~12:00 14:30~18:00,日・木・祝,
35.847253,139.672088,なかがわ耳鼻咽喉科,埼玉県さいたま市南区南浦和2-42-12 CASSIA南浦和1階,南区,耳鼻咽喉科,(048)811-1231,09:30~12:00 15:00~18:00,日・祝・木・土午後・水午後,
35.895676,139.728065,なかじまクリニック,埼玉県さいたま市緑区美園4-18-11,緑区,耳鼻咽喉科,(048)812-1600,09:00~12:30 15:00~18:30,木・土午後・日・祝,
35.887771,139.735504,ほしあい眼科,埼玉県さいたま市緑区美園6-9-10,緑区,眼科,(048)812-2088,09:00~12:00 15:00~18:00,日祝,
35.877745,139.735548,さいたま子どものこころクリニック,埼玉県さいたま市緑区大門875-5,緑区,小児科,(048)812-3177,08:30~21:00 00:00~00:00,木,
35.9082568779828,139.665096301291,たかざわ皮膚科,埼玉県さいたま市見沼区御蔵1518-1,見沼区,皮膚科,(048)812-8120,09:00~12:00 14:30~18:00,水・日・祝,
35.8475615077307,139.670382337631,南浦和耳鼻咽喉科クリニック,埼玉県さいたま市南区南浦和2-39-18 第六大雄ビル3階,南区,耳鼻咽喉科,(048)813-3387,09:30~12:30 15:00~18:30,水 土午後 日祝,
35.878699,139.666532,杉山整形外科,埼玉県さいたま市浦和区瀬ヶ崎3-16-1 2F,浦和区,皮膚科,(048)813-6262,09:00~12:00 14:30~17:30,日・祝・水・土午後,
35.849608,139.672238,あかぎ皮膚科クリニック,埼玉県さいたま市南区南浦和2-31-19 植木ビル3階,南区,皮膚科,(048)813-8211,10:00~13:00 15:00~18:30,木、日、祝,
35.897148,139.728196,ゆうすずこどもクリニック,埼玉県さいたま市緑区美園4-14-17,緑区,小児科,(048)816-3594,09:00~13:00 15:30~19:00,水金祝、土午後,
35.8833174465707,139.688641447582,こばとこどものはいしゃさん,埼玉県さいたま市緑区松木3-26-31,緑区,小児科,(048)816-9476,08:30~12:30 14:00~17:30,水日祝,
35.8544295937241,139.657452719862,高梨医院,埼玉県さいたま市浦和区岸町4-18-19,浦和区,皮膚科,(048)822-2220,09:00~17:00 00:00~00:00,日・祝,
35.859673,139.655795,若山医院眼科耳鼻咽喉科,埼玉県さいたま市浦和区仲町1-1-6,浦和区,眼科・耳鼻咽喉科,(048)822-2250,09:00~12:30 15:00~18:30,水・土午後・日・祝,
35.856506,139.655398,中島眼科医院,埼玉県さいたま市浦和区岸町4-26-1-113,浦和区,眼科,(048)822-2547,08:30~11:00 14:00~17:00,日・祝,
35.860612,139.648032,石田医院,埼玉県さいたま市浦和区仲町3-8-6,浦和区,小児科,(048)822-4301,09:00~12:00 14:30~17:30,木午後・土午後・日・祝,
35.854518,139.651568,三田眼科医院,埼玉県さいたま市浦和区岸町7-9-14,浦和区,眼科,(048)822-4814,09:30~12:30 15:30~17:30,水、日、祝日,
35.8582005334695,139.650778616335,医療法人小野耳鼻咽喉科医院,埼玉県さいたま市浦和区仲町2-16-5 浦和CSBビル2階,浦和区,耳鼻咽喉科,(048)822-6063,09:30~12:30 14:30~18:30,水・土午後・日・祝,
35.85879,139.655036,浦和駅前眼科診療所,埼玉県さいたま市浦和区高砂1-13-2 ヤママンビル2F,浦和区,眼科,(048)822-6662,15:30~18:30,火木金祝,
35.886428,139.639476,しぶや眼科クリニック,埼玉県さいたま市浦和区上木崎2-3-2 上木崎メディカルビル1階,浦和区,眼科,(048)822-7000,09:00~12:30 15:30~18:30,日・祝,
35.858421,139.652859,いとう医院,埼玉県さいたま市浦和区高砂2-10-11,浦和区,皮膚科,(048)822-9492,09:00~12:30 14:30~17:30,日・祭・木,
35.884162,139.637759,スカイ眼科大宮クリニック,埼玉県さいたま市中央区下落合1050-2 2階,中央区,眼科,(048)823-3388,09:15~12:30 15:45~19:00,木・日・祝,
35.889719,139.64017,小泉皮フ科クリニック,埼玉県さいたま市浦和区上木崎2-7-13,浦和区,皮膚科,(048)823-4112,09:00~12:30 14:30~17:00,水・木・土午後・日・ 祭・火午後,
35.855182,139.654403,とよだ眼科クリニック,埼玉県さいたま市浦和区岸町7-1-10,浦和区,眼科,(048)823-5800,09:30~13:00 15:30~18:30,木 日 祝  土(午後),
35.889719,139.64017,にしむらこどもクリニック,埼玉県さいたま市浦和区上木崎2-7-13 メディカルモール新都心1階,浦和区,小児科,(048)823-7795,09:00~11:30 13:30~15:00,水・日・祝・土午後(第1、3),
35.859987,139.653739,皮フ科さくらクリニック,埼玉県さいたま市浦和区仲町1-5-7 森寅ビル2階,浦和区,皮膚科,(048)824-0261,10:00~13:00 15:00~18:00,水・日・祝,
35.871555,139.643923,高野クリニック,埼玉県さいたま市浦和区常盤9-32-28 荘栄第一ビル2階,浦和区,皮膚科,(048)824-1296,09:30~12:30 15:00~19:00,日・木・祝,
35.860187,139.654564,すずき小児科,埼玉県さいたま市浦和区仲町1-6-6 うらわメディカルBld.3階,浦和区,小児科,(048)824-2505,09:00~12:00 14:00~18:00,木午後・土午後・日・祝,
35.872324,139.646706,五十嵐皮膚科医院,埼玉県さいたま市浦和区北浦和3-2-5 YK-18ビル3F,浦和区,皮膚科,(048)824-3350,14:00~19:00,日・祝・水,
35.883542,139.642315,阪医院,埼玉県さいたま市浦和区針ヶ谷3-11-13,浦和区,皮膚科,(048)825-1951,09:00~12:00 15:00~17:00,日・木・祝、 火・土の午後,
35.87356,139.64564,いいだ皮膚科,埼玉県さいたま市浦和区北浦和3-7-3 石井ビル1F,浦和区,皮膚科,(048)825-4112,09:00~12:00 14:30~18:00,木・土午後・日・祝,
35.844352,139.630292,つぼさか耳鼻咽喉科クリニック,埼玉県さいたま市桜区田島5-19-1 メゾンフェニックスFC23ビル1階,桜区,耳鼻咽喉科,(048)826-5477,09:00~13:00 15:00~18:00,水、日、祝、土午後,
35.84878,139.67216,ひかりクリニック浦和,埼玉県さいたま市南区南浦和2-41-4 つばさビル4階,南区,皮膚科,(048)829-7581,08:30~12:30 13:30~17:30,日祝,
35.873324,139.645267,とらキッズクリニック,埼玉県さいたま市浦和区北浦和3-8-10 アルシュセマ102号室,浦和区,小児科,(048)829-7857,09:00~12:00 14:00~18:00,水 日 祝,
35.889719,139.64017,吉井眼科クリニック,埼玉県さいたま市浦和区上木崎2-7-13 メディカルモール新都心3階,浦和区,眼科,(048)829-7910,09:00~13:00 15:00~18:30,水・祝,
35.870647,139.641048,こんの眼科,埼玉県さいたま市浦和区常盤10-7-11,浦和区,眼科,(048)830-0533,09:00~12:00 14:30~17:30,日・祝・土(午後),
35.86307,139.652798,髙田クリニック,埼玉県さいたま市浦和区常盤1-3-17,浦和区,皮膚科,(048)831-2023,09:00~12:30 15:00~18:00,日・祝,
35.877188,139.646714,権田医院キッズニイクリニック,埼玉県さいたま市浦和区北浦和2-11-23,浦和区,小児科,(048)831-5427,09:00~12:00 16:00~19:00,日・木・祝,
35.884342,139.63366,澁谷診療所,埼玉県さいたま市中央区下落合3-4-5,中央区,皮膚科,(048)831-7706,09:00~12:00 16:00~19:00,日・祝,
35.886428,139.639476,牛久保耳鼻咽喉科,埼玉県さいたま市浦和区上木崎2-3-2 上木崎メディカルビル2階201号,浦和区,耳鼻咽喉科,(048)831-8741,09:30~13:00 15:00~18:30,木・日・祝,
35.873324,139.645267,坂井眼科,埼玉県さいたま市浦和区北浦和3-8-10,浦和区,眼科,(048)831-8819,09:30~12:30 15:00~19:00,日・木・祝,
35.88444,139.64801,わかば医院,埼玉県さいたま市浦和区上木崎4-11-20,浦和区,皮膚科,(048)831-9204,08:30~12:30 15:00~18:30,木・日・祝,
35.883329,139.641312,髙木皮膚科,埼玉県さいたま市浦和区針ヶ谷3-5-1,浦和区,皮膚科,(048)832-0550,09:00~13:00 18:00~21:00,水・日・祝,
35.883847,139.636235,川口クリニック,埼玉県さいたま市中央区下落合1067,中央区,皮膚科,(048)832-2511,10:00~12:30 14:00~17:30,日・祝,
35.85963734,139.65475035,コアラ小児科アレルギー科,埼玉県さいたま市浦和区仲町1-3-5 モリックスビル2階,浦和区,小児科,(048)832-2525,09:00~12:00 15:00~19:00,木・土PM・日・祝,
35.882631,139.635001,宗田医院,埼玉県さいたま市中央区下落合2-13-6,中央区,眼科,(048)832-4357,09:00~12:00 16:00~18:00,日・祝,
35.872327,139.64342,独立行政法人地域医療機能推進機構埼玉メディカルセンター,埼玉県さいたま市浦和区北浦和4-9-3,浦和区,皮膚科・眼科・耳鼻咽喉科,(048)832-4951,,,
35.8840436939086,139.638255411174,あかしこどもアレルギークリニック,埼玉県さいたま市浦和区上木崎1-9-15 グランデュオ南街区109-A,浦和区,小児科,(048)833-1001,09:00~12:00 14:00~18:00,水日祝、土午後,
35.88594,139.64093,医療法人御生会塩野医院総合クリニック,埼玉県さいたま市浦和区上木崎2-14-2 鳳英ビル,浦和区,皮膚科・耳鼻咽喉科,(048)833-8513,09:00~11:30 15:30~17:30,日・祝,
35.855963,139.65845,パンジー皮膚科クリニック,埼玉県さいたま市浦和区岸町4-2-15 石内ビル3階,浦和区,皮膚科,(048)834-0007,09:00~13:30 14:30~16:30,木 日 祝日,
35.871958,139.642798,大嶋皮膚科クリニック,埼玉県さいたま市浦和区常盤9-33-17 グランスィート浦和常盤1階,浦和区,皮膚科,(048)835-5271,09:00~12:30 14:30~18:00,水、日、祝,
35.833626,139.639567,公平クリニック,埼玉県さいたま市南区内谷3-8-16,南区,皮膚科,(048)836-2177,09:00~12:30 15:00~18:45,日・祝,
35.844045,139.647029,武蔵浦和眼科クリニック,埼玉県さいたま市南区沼影1-10-1 ラムザタワ-2F,南区,眼科,(048)836-5533,10:00~13:00 14:30~18:30,,
35.843516,139.628751,山田皮フ科,埼玉県さいたま市桜区田島5-24-8 小田切ビル2階,桜区,皮膚科,(048)838-0590,09:00~13:00 15:00~19:00,祝・水,
35.83749,139.663598,とくまる耳鼻咽喉科,埼玉県さいたま市南区辻1-26-8,南区,耳鼻咽喉科,(048)838-3387,09:00~12:30 15:00~18:30,水 日 祝,
35.836826,139.638122,あしかわ眼科,埼玉県さいたま市南区曲本3-6-2,南区,眼科,(048)838-5000,09:00~12:00 14:30~18:00,水・土午後・日・祝,
35.855562,139.626986,中浦和眼科医院,埼玉県さいたま市桜区西堀5-3-40,桜区,眼科,(048)838-8815,09:30~13:00 15:00~18:00,日,
35.841514,139.637822,てづかこどもクリニック,埼玉県さいたま市南区四谷3-5-3,南区,小児科,(048)838-9075,09:00~12:00 14:00~18:00,日・祝,
35.847225,139.649346,ミューズシティクリニック,埼玉県さいたま市南区別所7-2-1-204,南区,皮膚科,(048)839-2233,09:30~13:00 15:00~19:00,木・日・祝,
35.842825,139.651701,武蔵浦和耳鼻咽喉科,埼玉県さいたま市南区白幡4-21-7 武蔵浦和医療ビル2階,南区,耳鼻咽喉科,(048)839-4187,09:00~12:30 15:00~18:30,日 祝,
35.840912,139.630386,三宅耳鼻咽喉科医院,埼玉県さいたま市桜区田島6-2-13-2,桜区,耳鼻咽喉科,(048)839-4711,09:00~12:00 15:00~18:30,日・祝,
35.844241,139.628762,医療法人社団博風会米山眼科,埼玉県さいたま市桜区田島5-22-23,桜区,眼科,(048)839-7707,09:00~12:00 15:00~19:00,日・祝,
35.871835,139.632119,鈴木こどもクリニック,埼玉県さいたま市中央区鈴谷5-14-20,中央区,小児科,(048)840-0088,09:00~12:00 14:00~18:00,日、祝,
35.862666,139.5981,松永皮フ科・内科,埼玉県さいたま市桜区下大久保1111-7,桜区,皮膚科,(048)840-3567,09:00~12:30 15:00~18:30,日・木・祝,
35.847225,139.649346,ファーストタワー眼科,埼玉県さいたま市南区別所7-2-1 MUSE CITYザ・ファーストタワー武蔵浦和メディカルセンター101B,南区,眼科,(048)844-8588,09:00~12:45 14:00~17:00,日 祝,
35.844045,139.647029,たかまつ耳鼻咽喉科,埼玉県さいたま市南区沼影1-10-1 ラムザタワ-2階,南区,耳鼻咽喉科,(048)845-1133,09:00~12:15 15:00~18:15,土午後・日・祝,
35.8916789437473,139.628670472557,けやき耳鼻咽喉科クリニック,埼玉県さいたま市中央区上落合1-11-15 アスク新都心ビル2階B,中央区,耳鼻咽喉科,(048)851-1333,09:00~12:30 15:00~18:00,水・土午後・日・祝,
35.86773,139.63118,耳鼻咽喉科たけもりクリニック,埼玉県さいたま市中央区鈴谷2-548-10,中央区,耳鼻咽喉科,(048)851-6800,09:00~12:00 15:00~18:00,日・祝・水・金,
35.880779,139.628677,医療法人社団えがわ医院,埼玉県さいたま市中央区下落合7-4-15,中央区,耳鼻咽喉科,(048)852-0280,09:00~12:30 16:00~19:00,日・祝,
35.891855,139.631382,さいたま赤十字病院,埼玉県さいたま市中央区新都心1-5,中央区,皮膚科・眼科・耳鼻咽喉科,(048)852-1111,,,
35.885609,139.628585,柳垣眼科医院,埼玉県さいたま市中央区下落合5-14-25,中央区,眼科,(048)852-3307,09:00~11:30 15:00~18:00,日・祝・土午後,
35.879893,139.625597,医療法人島田医院,埼玉県さいたま市中央区本町東1-13-23,中央区,皮膚科,(048)852-4452,08:30~11:00 14:00~18:00,木 日 祝,
35.880717,139.623272,三村医院,埼玉県さいたま市中央区本町東2-7-9,中央区,皮膚科,(048)852-8701,09:00~12:00 15:00~18:00,日・祝,
35.884026,139.630135,臼田外科医院,埼玉県さいたま市中央区下落合6-16-11,中央区,皮膚科,(048)853-4728,09:00~12:00 15:00~18:00,木 日 祝 土PM,
35.873324,139.615549,医療法人聖仁会西部総合病院,埼玉県さいたま市桜区大字上大久保884,桜区,皮膚科・眼科,(048)854-1111,09:00~12:00 14:00~17:00,日・祝,
35.87461,139.60993,エムズ総合内科クリニック,埼玉県さいたま市桜区神田609-1,桜区,皮膚科,(048)855-5771,09:00~13:00 15:00~18:00,木日祝,
35.890702,139.619186,にいづま眼科クリニック,埼玉県さいたま市中央区本町東6-1-3,中央区,眼科,(048)856-3355,09:00~12:00 14:00~17:00,火午後・木・土午後・日・祝,
35.939889,139.626487,医療法人はすみ耳鼻咽喉科,埼玉県さいたま市北区本郷町143-2,北区,耳鼻咽喉科,(048)856-9065,09:00~12:00 15:00~18:00,水、日、土午後,
35.890272,139.624505,北与野耳鼻咽喉科,埼玉県さいたま市中央区上落合3-3-54,中央区,耳鼻咽喉科,(048)857-0051,09:30~12:30 15:00~18:00,日・祝・水,
35.8993,139.622842,医療法人社団彩の風さいたま中央クリニック,埼玉県さいたま市中央区上落合8-3-32 ホームズさいたま中央店2階,中央区,皮膚科・耳鼻咽喉科,(048)858-0003,09:00~12:00 14:00~17:00,日・祝,
35.891383,139.61463,医療法人社団ブルー&ブルー会けやき眼科,埼玉県さいたま市中央区本町西5-2-9 3階,中央区,眼科,(048)858-8024,10:00~13:00 15:00~19:00,水,
35.899651,139.623735,医療法人社団東西会東西医学ビルクリニック,埼玉県さいたま市中央区上落合8-2-12 さいたま新都心ビル3階A,中央区,皮膚科,(048)858-8380,09:30~12:00 14:00~17:30,月 祝 木午後,
