緯度,経度,名称,住所,区,種別,電話番号
35.87174646,139.6449694,友愛第４常盤放課後児童クラブ,埼玉県さいたま市浦和区北浦和4-3-11,浦和区,(民設）放課後児童クラブ,048-833-3628
35.8432483,139.6617927,学童保育南子どもの家,埼玉県さいたま市南区根岸1-19-13,南区,(民設）放課後児童クラブ,048-864-7714
35.845975,139.65449,わくわく子供の家,埼玉県さいたま市南区白幡1-5-14　2階202,南区,(民設）放課後児童クラブ,048-863-0320
35.84597565,139.6544618,わくわく子供の家第２,埼玉県さいたま市南区白幡1-5-14-1階,南区,(民設）放課後児童クラブ,048-767-5566
35.834568,139.658807,辻わくわく子供の家,埼玉県さいたま市南区辻5-6-14　KSマンション辻南103,南区,(民設）放課後児童クラブ,048-711-7780
35.834568,139.658807,辻わくわく子供の家第２,埼玉県さいたま市南区辻5－6－14－105,南区,(民設）放課後児童クラブ,048-711-6075
35.8582492,139.6959449,向ひまわり,埼玉県さいたま市南区大谷口5436-4,南区,(民設）放課後児童クラブ,048-873-3981
35.857299,139.694526,向ひまわり第２,埼玉県さいたま市南区大谷口5425,南区,(民設）放課後児童クラブ,048-711-7664
35.85739699,139.6953551,向ひまわり第３,埼玉県さいたま市南区大谷口5437 向小学校内,南区,(民設）放課後児童クラブ,048-711-2611
35.85463696,139.6929515,向ひまわり第４,埼玉県さいたま市南区大谷口5685 ハピネスマンション102・103,南区,(民設）放課後児童クラブ,048-711-5051
35.846522,139.644813,けやきホームズ学童クラブⅡ,埼玉県さいたま市南区別所7-15-20,南区,(民設）放課後児童クラブ,048-864-2850
35.846522,139.644813,けやきホームズ学童クラブⅢ,埼玉県さいたま市南区別所7-15-20,南区,(民設）放課後児童クラブ,048-864-2850
35.844453,139.642427,ゆめの樹学童クラブ,埼玉県さいたま市南区鹿手袋5-5-12,南区,(民設）放課後児童クラブ,048-711-4445
35.849743,139.641643,ゆめの駅学童クラブ,埼玉県さいたま市南区鹿手袋3-15-2,南区,(民設）放課後児童クラブ,048-711-5525
35.84845358,139.6383493,ゆめの樹アカデミー学童クラブ,埼玉県さいたま市南区鹿手袋4-17-22,南区,(民設）放課後児童クラブ,090-8051-5495
35.84446091,139.6425311,ゆめの樹ベビー学童クラブ,埼玉県さいたま市南区鹿手袋5-5-12,南区,(民設）放課後児童クラブ,080-7607-7643
35.84516091,139.6461037,ラピスインターナショナル学童,埼玉県さいたま市南区沼影1-8-1 プラウドシティ武蔵浦和ステーションアリーナ201,南区,(民設）放課後児童クラブ,070-3319-9589
35.8315538,139.6656959,辻南小児童クラブ,埼玉県さいたま市南区辻8-7-32,南区,(民設）放課後児童クラブ,048-839-0123
35.8291057,139.6614611,辻南小第２児童クラブ,埼玉県さいたま市南区辻8-22-18　303・305,南区,(民設）放課後児童クラブ,048-839-0122
35.8385867,139.6453075,はる学童クラブ,埼玉県さいたま市南区曲本5-4-8　1階,南区,(民設）放課後児童クラブ,048-839-5750
35.838588,139.6453084,はる第２学童クラブ,埼玉県さいたま市南区曲本5-4-8　2階,南区,(民設）放課後児童クラブ,048-762-6269
35.8376545,139.64053,はる第３学童クラブ,埼玉県さいたま市南区曲本4-7-8,南区,(民設）放課後児童クラブ,048-865-8430
35.84287,139.6472,きっず＆はる学童クラブ,埼玉県さいたま市南区沼影1-11-2武蔵浦和sky&garden2階,南区,(民設）放課後児童クラブ,048-789-6066
35.83491731,139.6491004,はる第５学童クラブ,埼玉県さいたま市南区内谷7-5-16,南区,(民設）放課後児童クラブ,048-711-6119
35.8460427,139.6505499,キッズスクール８（エイト）,埼玉県さいたま市南区白幡5-1-28-303,南区,(民設）放課後児童クラブ,048-767-7618
35.839512,139.671625,かたつむり学童クラブ文蔵,埼玉県さいたま市南区文蔵3-35-17　ITヒルズ1階,南区,(民設）放課後児童クラブ,048-717-5606
35.839693,139.673114,かたつむり学童クラブ文蔵Ⅱ,埼玉県さいたま市南区文蔵3-35-6ウィステリアメゾン1F,南区,(民設）放課後児童クラブ,048-711-5265
35.83971975,139.6731305,かたつむり学童クラブ文蔵Ⅲ,埼玉県さいたま市南区文蔵3-35-6ウィステリアメゾン2F,南区,(民設）放課後児童クラブ,048-762-3566
35.848206,139.671866,友愛南浦和東放課後児童クラブ,埼玉県さいたま市南区南浦和2-40-10,南区,(民設）放課後児童クラブ,048-881-7750
35.849351,139.671179,友愛第２南浦和東放課後児童クラブ,埼玉県さいたま市南区南浦和2-28-16,南区,(民設）放課後児童クラブ,048-885-3131
35.84964,139.670989,友愛第３南浦和東放課後児童クラブ,埼玉県さいたま市南区南浦和2‐18‐12,南区,(民設）放課後児童クラブ,048-711-1108
35.85246632,139.6732799,友愛第４南浦和東放課後児童クラブ,埼玉県さいたま市南区南浦和2-11-16,南区,(民設）放課後児童クラブ,048-885-8800
35.85322125,139.685735,谷田かすみそう,埼玉県さいたま市南区太田窪2367　1階2階,南区,(民設）放課後児童クラブ,048-755-9181
35.853461,139.682065,善前きんせんか,埼玉県さいたま市南区太田窪2500-1 善前小学校内,南区,(民設）放課後児童クラブ,070-9363-4552
35.85180855,139.6885605,善前きんもくせい,埼玉県さいたま市南区太田窪2738,南区,(民設）放課後児童クラブ,048-884-5051
35.865046,139.682584,友愛原山東放課後児童クラブ,埼玉県さいたま市南区広ヶ谷戸388-5,南区,(民設）放課後児童クラブ,048-887-5757
35.86287432,139.6749498,友愛原山西放課後児童クラブ,埼玉県さいたま市緑区太田窪3-14,緑区,(民設）放課後児童クラブ,048-711-4055
35.871004,139.698919,尾間木学童クラブさくら,埼玉県さいたま市緑区東浦和8-2-25　1階,緑区,(民設）放課後児童クラブ,048-875-3336
35.871004,139.698919,尾間木学童クラブあさがお,埼玉県さいたま市緑区東浦和8-2-25　2階,緑区,(民設）放課後児童クラブ,048-874-1550
35.873833,139.705307,かたつむり学童クラブ大牧,埼玉県さいたま市緑区東浦和6-16-3,緑区,(民設）放課後児童クラブ,048-717-1624
35.873833,139.705307,かたつむり学童クラブ大牧Ⅱ,埼玉県さいたま市緑区東浦和6-16-3,緑区,(民設）放課後児童クラブ,048-671-8202
35.87983804,139.7370538,キッズクラブ・浦和大門,埼玉県さいたま市緑区大字大門838-1,緑区,(民設）放課後児童クラブ,048-749-1588
35.8838088,139.6758847,三室あおぞら,埼玉県さいたま市緑区三室1498-1,緑区,(民設）放課後児童クラブ,048-873-7442
35.882439,139.694056,見沼第一学童クラブ,埼玉県さいたま市緑区芝原2-15-8,緑区,(民設）放課後児童クラブ,048-874-3252
35.88237517,139.6941323,見沼第二学童クラブ,埼玉県さいたま市緑区芝原2-15-8,緑区,(民設）放課後児童クラブ,048-874-3252
35.8791036,139.690121,鳥海学園放課後児童クラブ,埼玉県さいたま市緑区大間木3-39-8,緑区,(民設）放課後児童クラブ,048-873-6171
35.863425,139.6736755,友愛原山放課後児童クラブ,埼玉県さいたま市緑区太田窪3-7-16,緑区,(民設）放課後児童クラブ,048-887-9110
35.863425,139.6736755,友愛第２原山放課後児童クラブ,埼玉県さいたま市緑区太田窪3-7-16,緑区,(民設）放課後児童クラブ,048-885-8880
35.87891156,139.6820005,松木学童,埼玉県さいたま市緑区三室1829-15,緑区,(民設）放課後児童クラブ,048-810-5237
35.8655368,139.6909787,中尾学童クラブ,埼玉県さいたま市緑区中尾3185-8,緑区,(民設）放課後児童クラブ,048-874-1614
35.8906454,139.7353881,美園放課後児童クラブ,埼玉県さいたま市緑区美園5-33,緑区,(民設）放課後児童クラブ,048-878-5659
35.892518,139.734945,美園第二放課後児童クラブ,埼玉県さいたま市緑区美園5-23-15,緑区,(民設）放課後児童クラブ,048-711-8940
35.8902195,139.7337671,あいう園美園放課後児童クラブ,埼玉県さいたま市緑区美園5-49-15,緑区,(民設）放課後児童クラブ,048-878-0606
35.889354,139.734491,あいう園ひふみ放課後児童クラブ,埼玉県さいたま市緑区美園5-49-13,緑区,(民設）放課後児童クラブ,048-789-7293
35.899932,139.722295,キッズクラブみその,埼玉県さいたま市緑区美園5-34-2,緑区,(民設）放課後児童クラブ,048-799-3933
35.899932,139.722295,あいう園いろは放課後児童クラブ,埼玉県さいたま市緑区美園2-15-6,緑区,(民設）放課後児童クラブ,048-764-8282
35.891479,139.73496,あいう園いろは第二放課後児童クラブ,埼玉県さいたま市緑区美園2-15-6,緑区,(民設）放課後児童クラブ,048-826-6068
35.900071,139.7231,キッズクラブ浦和みその北,埼玉県さいたま市緑区美園2-13-2,緑区,(民設）放課後児童クラブ,048-878-5500
35.90025845,139.7229743,キッズクラブ浦和みその北第２,埼玉県さいたま市緑区美園2-13-2,緑区,(民設）放課後児童クラブ,048-711-6138
35.90089081,139.7233702,キッズクラブ浦和みその北第３,埼玉県さいたま市緑区美園4-6-14,緑区,(民設）放課後児童クラブ,048-767-5966
35.89456644,139.7301889,キッズクラブ浦和みその北第４,埼玉県さいたま市緑区美園4-6-7,緑区,(民設）放課後児童クラブ,048-711-3944
35.89560991,139.7266965,キッズクラブ浦和みその北第５,埼玉県さいたま市緑区美園4-21-4　コスモ美園103,緑区,(民設）放課後児童クラブ,048-711-8838
35.89560991,139.7266965,キッズクラブ浦和みその北第６,埼玉県さいたま市緑区美園4-21-4　コスモ美園104,緑区,(民設）放課後児童クラブ,048-711-3030
35.89668161,139.7342543,キッズクラブ浦和みその北第７,埼玉県さいたま市岩槻区美園東1-5-1,岩槻区,(民設）放課後児童クラブ,048-782-4966
35.90067,139.7234,美園北放課後児童クラブ第１,埼玉県さいたま市緑区美園2-12-11美園北小学校内,緑区,(民設）放課後児童クラブ,048-799-3838
35.90067,139.7234,美園北放課後児童クラブ第２,埼玉県さいたま市緑区美園2-12-11美園北小学校内,緑区,(民設）放課後児童クラブ,048-799-3838
35.9411169,139.7312427,川通,埼玉県さいたま市岩槻区大野島485-3,岩槻区,(民設）放課後児童クラブ,048-799-0851
35.967739,139.6719093,河合小児童クラブ,埼玉県さいたま市岩槻区平林寺371-4,岩槻区,(民設）放課後児童クラブ,048-758-3821
35.9460494,139.7015126,あすなろ太田児童クラブ,埼玉県さいたま市岩槻区仲町1-5-7　2F,岩槻区,(民設）放課後児童クラブ,048-758-3641
35.9460435,139.7015162,あすなろ太田第２児童クラブ,埼玉県さいたま市岩槻区仲町1-5-7　1F,岩槻区,(民設）放課後児童クラブ,048-758-3640
35.9505616,139.6882189,キッズクラブいわつき西,埼玉県さいたま市岩槻区西原2-15,岩槻区,(民設）放課後児童クラブ,048-795-6188
35.953194,139.686294,キッズクラブいわつき西シエル,埼玉県さいたま市岩槻区西町3-2-8,岩槻区,(民設）放課後児童クラブ,048-812-7111
35.95448,139.68915,キッズクラブいわつき北,埼玉県さいたま市岩槻区西町4-1-1　小島ビル201,岩槻区,(民設）放課後児童クラブ,048-812-7900
35.965039,139.70907,キッズクラブいわつき東,埼玉県さいたま市岩槻区東岩槻2-2-17　吉岡ビルB201号室,岩槻区,(民設）放課後児童クラブ,048-795-8666
35.9544659,139.6963796,さいたま児童クラブ愛いわつき,埼玉県さいたま市岩槻区愛宕町4-18 アライビル1F,岩槻区,(民設）放課後児童クラブ,048-758-6118
35.934442,139.713044,東武学童クラブ,埼玉県さいたま市岩槻区真福寺1464番地1,岩槻区,(民設）放課後児童クラブ,048-872-6365
35.9241206,139.5946766,宮前放課後児童クラブ,埼玉県さいたま市西区宮前町443,西区,(公設)放課後児童クラブ,048-622-0844
35.9036393,139.5875339,佐知川放課後児童クラブ,埼玉県さいたま市西区佐知川299-16,西区,(公設)放課後児童クラブ,048-623-6927
35.8937691,139.5921074,植水放課後児童クラブ,埼玉県さいたま市西区大字中野林174-1,西区,(公設)放課後児童クラブ,048-625-1908
35.9051354,139.5726979,植水第二放課後児童クラブ,埼玉県さいたま市西区大字中野林225-3,西区,(公設)放課後児童クラブ,048-625-6027
35.8936735,139.5936994,馬宮放課後児童クラブ,埼玉県さいたま市西区大字西遊馬533-1,西区,(公設)放課後児童クラブ,048-625-8826
35.9273665,139.6281166,宮原放課後児童クラブ,埼玉県さいたま市北区宮原町4-66-13,北区,(公設)放課後児童クラブ,048-667-3808
35.9471921,139.6109898,本郷放課後児童クラブ,埼玉県さいたま市北区本郷町1065-3,北区,(公設)放課後児童クラブ,048-664-7551
35.9456886,139.6262123,大砂土放課後児童クラブ,埼玉県さいたま市北区本郷町17-7,北区,(公設)放課後児童クラブ,048-653-2793
35.9376549,139.6262295,植竹放課後児童クラブ,埼玉県さいたま市北区盆栽町430,北区,(公設)放課後児童クラブ,048-652-3247
35.9028746,139.6039596,三橋放課後児童クラブ,埼玉県さいたま市大宮区三橋2-59,大宮区,(公設)放課後児童クラブ,048-644-2978
35.9062195,139.636951,天沼放課後児童クラブ,埼玉県さいたま市大宮区天沼町1-194,大宮区,(公設)放課後児童クラブ,048-645-7988
35.9048395,139.6646815,海老沼放課後児童クラブ,埼玉県さいたま市見沼区大字東新井710-78,見沼区,(公設)放課後児童クラブ,048-687-4525
35.9556838,139.6679948,春野放課後児童クラブ,埼玉県さいたま市見沼区春野1-7-1,見沼区,(公設)放課後児童クラブ,048-686-6690
35.9467591,139.645493,東大宮放課後児童クラブ,埼玉県さいたま市見沼区東大宮7-5-18,見沼区,(公設)放課後児童クラブ,048-687-4099
35.9259145,139.6776449,東宮下放課後児童クラブ,埼玉県さいたま市見沼区東宮下215-1,見沼区,(公設)放課後児童クラブ,048-687-8351
35.8905035,139.6218811,与野八幡放課後児童クラブ,埼玉県さいたま市中央区本町東5-23-14,中央区,(公設)放課後児童クラブ,048-854-5700
35.8725503,139.6354433,大戸放課後児童クラブ,埼玉県さいたま市中央区新中里1-6-28,中央区,(公設)放課後児童クラブ,048-831-4320
35.88721,139.6075079,与野西北放課後児童クラブ,埼玉県さいたま市中央区円阿弥4-3-7,中央区,(公設)放課後児童クラブ,048-857-5889
35.8899739,139.6318691,下落合放課後児童クラブ,埼玉県さいたま市中央区上落合1-7-33,中央区,(公設)放課後児童クラブ,048-858-0947
35.8938249,139.6253201,上落合放課後児童クラブ,埼玉県さいたま市中央区上落合4-14-24,中央区,(公設)放課後児童クラブ,048-858-0938
35.8671526,139.6348035,与野南放課後児童クラブ,埼玉県さいたま市中央区大戸6-2-19,中央区,(公設)放課後児童クラブ,048-831-9536
35.8434562,139.6314637,西浦和放課後児童クラブ,埼玉県さいたま市桜区田島2-16-7,桜区,(公設)放課後児童クラブ,048-863-3160
35.871326,139.6040776,大久保東放課後児童クラブ,埼玉県さいたま市桜区大字大久保領家331,桜区,(公設)放課後児童クラブ,048-855-0299
35.858801,139.6264248,土合放課後児童クラブ,埼玉県さいたま市桜区南元宿1-11-1,桜区,(公設)放課後児童クラブ,048-861-8255
35.8613438,139.6173915,栄和放課後児童クラブ,埼玉県さいたま市桜区栄和1-7-1,桜区,(公設)放課後児童クラブ,048-852-2440
35.8389981,139.6233547,田島放課後児童クラブ,埼玉県さいたま市桜区田島10-7-14,桜区,(公設)放課後児童クラブ,048-866-8930
35.8507174,139.6174729,新開放課後児童クラブ,埼玉県さいたま市桜区新開2-18-1,桜区,(公設)放課後児童クラブ,048-838-2523
35.8749281,139.6068702,神田放課後児童クラブ,埼玉県さいたま市桜区大字神田541-1,桜区,(公設)放課後児童クラブ,048-857-1118
35.8721424,139.5982639,中島放課後児童クラブ,埼玉県さいたま市桜区中島1-28-1,桜区,(公設)放課後児童クラブ,048-857-5125
35.8648519,139.6233676,大久保放課後児童クラブ,埼玉県さいたま市桜区五関21,桜区,(公設)放課後児童クラブ,048-855-9929
35.8886409,139.6446804,上木崎放課後児童クラブ,埼玉県さいたま市浦和区上木崎3-11-33,浦和区,(公設)放課後児童クラブ,048-824-5778
35.8601784,139.6451647,仲町放課後児童クラブ,埼玉県さいたま市浦和区仲町4-7-6,浦和区,(公設)放課後児童クラブ,048-866-4077
35.8771269,139.6491285,北浦和放課後児童クラブ,埼玉県さいたま市浦和区北浦和2-18-3,浦和区,(公設)放課後児童クラブ,048-831-6860
35.8824363,139.6536774,木崎放課後児童クラブ,埼玉県さいたま市浦和区領家4-20-1,浦和区,(公設)放課後児童クラブ,048-831-6410
35.8656386,139.6568972,本太放課後児童クラブ,埼玉県さいたま市浦和区本太4-3-39,浦和区,(公設)放課後児童クラブ,048-886-2643
35.8834452,139.6643849,大東放課後児童クラブ,埼玉県さいたま市浦和区大東3-14-1,浦和区,(公設)放課後児童クラブ,048-881-6911
35.8565402,139.6567957,高砂放課後児童クラブ,埼玉県さいたま市浦和区岸町4-1-29,浦和区,(公設)放課後児童クラブ,048-831-0900
35.8563425,139.6779167,谷田放課後児童クラブ,埼玉県さいたま市南区太田窪5-10-6,南区,(公設)放課後児童クラブ,048-885-9615
35.8527792,139.6679633,大谷場放課後児童クラブ,埼玉県さいたま市南区南浦和1-18-3,南区,(公設)放課後児童クラブ,048-887-6788
35.8442508,139.6655522,南浦和放課後児童クラブ,埼玉県さいたま市南区南本町1-18-13,南区,(公設)放課後児童クラブ,048-866-4788
35.8378645,139.6403744,沼影放課後児童クラブ,埼玉県さいたま市南区曲本4-7-6,南区,(公設)放課後児童クラブ,048-866-4377
35.8332822,139.6583359,辻放課後児童クラブ,埼玉県さいたま市南区辻6-3-28,南区,(公設)放課後児童クラブ,048-862-3255
35.8540178,139.6871988,善前放課後児童クラブ,埼玉県さいたま市南区大字太田窪2500-1,南区,(公設)放課後児童クラブ,048-882-0720
35.837957,139.6695771,文蔵放課後児童クラブ,埼玉県さいたま市南区文蔵4-19-3,南区,(公設)放課後児童クラブ,048-837-8378
35.8602188,139.6811586,大谷口放課後児童クラブ,埼玉県さいたま市南区大字大谷口993-16,南区,(公設)放課後児童クラブ,048-881-2781
35.8513468,139.6461043,浦和別所放課後児童クラブ,埼玉県さいたま市南区別所2-15-6,南区,(公設)放課後児童クラブ,048-837-5951
35.8487029,139.6421426,浦和大里放課後児童クラブ,埼玉県さいたま市南区鹿手袋4-1-12,南区,(公設)放課後児童クラブ,048-838-1441
35.8842246,139.6847253,三室放課後児童クラブ,埼玉県さいたま市緑区松木1-4-11,緑区,(公設)放課後児童クラブ,048-873-7838
35.8678076,139.6737952,原山放課後児童クラブ,埼玉県さいたま市緑区原山1-22-20,緑区,(公設)放課後児童クラブ,048-886-0199
35.8728879,139.7062927,大牧放課後児童クラブ,埼玉県さいたま市緑区東浦和6-13-15,緑区,(公設)放課後児童クラブ,048-874-0769
35.8821515,139.7333349,大門放課後児童クラブ,埼玉県さいたま市緑区大字大門1361-13,緑区,(公設)放課後児童クラブ,048-878-4940
35.9002313,139.7039468,野田放課後児童クラブ,埼玉県さいたま市緑区上野田16,緑区,(公設)放課後児童クラブ,048-812-3651
35.9620993,139.6933735,城北放課後児童クラブ,埼玉県さいたま市岩槻区岩槻6619,岩槻区,(公設)放課後児童クラブ,048-757-8903
35.9483186,139.7038133,太田放課後児童クラブ,埼玉県さいたま市岩槻区仲町1-17-3,岩槻区,(公設)放課後児童クラブ,048-756-4487
35.9520932,139.68543,西原放課後児童クラブ,埼玉県さいたま市岩槻区西原4-97,岩槻区,(公設)放課後児童クラブ,048-758-8011
35.9359332,139.712631,城南放課後児童クラブ,埼玉県さいたま市岩槻区南下新井1191-1,岩槻区,(公設)放課後児童クラブ,048-797-1898
35.9536949,139.6985366,岩槻放課後児童クラブ,埼玉県さいたま市岩槻区本町5-6-45,岩槻区,(公設)放課後児童クラブ,048-749-4174
35.9816894,139.7077972,慈恩寺放課後児童クラブ,埼玉県さいたま市岩槻区慈恩寺259,岩槻区,(公設)放課後児童クラブ,048-795-3555
35.9701507,139.7097618,東岩槻放課後児童クラブ,埼玉県さいたま市岩槻区諏訪2-6-1,岩槻区,(公設)放課後児童クラブ,048-794-6151
35.9261999,139.7206831,和土放課後児童クラブ,埼玉県さいたま市岩槻区黒谷1353,岩槻区,(公設)放課後児童クラブ,048-797-2670
35.9741002,139.71679,徳力放課後児童クラブ,埼玉県さいたま市岩槻区徳力136-4,岩槻区,(公設)放課後児童クラブ,048-794-6106
35.9337231,139.7014645,柏崎放課後児童クラブ,埼玉県さいたま市岩槻区柏崎762,岩槻区,(公設)放課後児童クラブ,048-797-2705
35.9076842,139.5818971,栄小学校放課後子ども居場所事業,埼玉県さいたま市西区指扇610-3,西区,放課後子ども居場所,080-5428-2343
35.93067516,139.6761874,七里小学校放課後子ども居場所事業,埼玉県さいたま市見沼区東宮下392,見沼区,放課後子ども居場所,048-687-9335
35.87113934,139.6311421,鈴谷小学校放課後子ども居場所事業,埼玉県さいたま市中央区鈴谷5-1-1,中央区,放課後子ども居場所,048-826-5812
35.88388604,139.6231021,与野本町小学校放課後子ども居場所事業,埼玉県さいたま市中央区本町東3-5-23,中央区,放課後子ども居場所,048-854-9332
35.86871941,139.642469,常盤小学校放課後子ども居場所事業,埼玉県さいたま市浦和区常盤9-30-9,浦和区,放課後子ども居場所,048-833-8582
35.88110267,139.6499862,針ヶ谷小学校放課後子ども居場所事業,埼玉県さいたま市浦和区領家7-2-19,浦和区,放課後子ども居場所,048-822-6237
35.85140997,139.6508397,岸町小学校放課後子ども居場所事業,埼玉県さいたま市浦和区岸町5-20-4,浦和区,放課後子ども居場所,048-838-2073
35.85339683,139.6743318,大谷場東小学校放課後子ども居場所事業,埼玉県さいたま市南区大谷場2-13-54,南区,放課後子ども居場所,048-883-1255
35.86874625,139.6821966,中尾小学校放課後子ども居場所事業,埼玉県さいたま市緑区中尾40-1,緑区,放課後子ども居場所,048-874-2422
35.87480575,139.6693595,道祖土小学校放課後子ども居場所事業,埼玉県さいたま市緑区道祖土1-1-1,緑区,放課後子ども居場所,048-885-2513
35.86862885,139.6975477,尾間木小学校放課後子ども居場所事業,埼玉県さいたま市緑区東浦和8-11-5,緑区,放課後子ども居場所,080-6541-7960
35.96493823,139.704296,上里小学校放課後子ども居場所事業,埼玉県さいたま市岩槻区上里2-2,岩槻区,放課後子ども居場所,048-794-5757
35.91074075,139.7322835,新和小学校放課後子ども居場所事業,埼玉県さいたま市岩槻区尾ヶ崎1252,岩槻区,放課後子ども居場所,048-798-7762
