緯度,経度,名称,住所,区,種別,設置区分,特別支援,定員,電話番号
35.949085,139.638184,こどものしろ保育園,埼玉県さいたま市見沼区東大宮4-9-8,見沼区,認可保育所,私立,,60,048-767-7672
35.86702,139.630219,小鳩保育園南与野,埼玉県さいたま市中央区鈴谷2-537-1,中央区,認可保育所,私立,,90,048-799-2831
35.880302,139.642334,うぃず針ヶ谷保育園,埼玉県さいたま市浦和区針ヶ谷1-4-14,浦和区,認可保育所,私立,,60,048-767-4297
35.864277,139.642258,浦和いろは保育園,埼玉県さいたま市浦和区常盤8-15-9,浦和区,認可保育所,私立,,100,048-826-5407
35.885811,139.638687,リップル保育園与野,埼玉県さいたま市浦和区上木崎1-3-5-1,浦和区,認可保育所,私立,,70,048-755-9229
35.874584,139.646866,ながれ星保育園北浦和,埼玉県さいたま市浦和区北浦和1-6-7,浦和区,認可保育所,私立,,60,048-762-7492
35.858105,139.65062,ふらっとセントラル保育園,埼玉県さいたま市浦和区高砂3-8-15高砂SSビル1、2階,浦和区,認可保育所,私立,,50,048-755-9877
35.89043,139.66893,くまの子倶楽部三室保育園本館,埼玉県さいたま市緑区三室496-1,緑区,認可保育所,私立,,90,048-875-6067
35.899406,139.723282,きらりつばさ保育園,埼玉県さいたま市緑区美園3-29-6,緑区,認可保育所,私立,,90,048-711-1808
35.899315,139.726746,遍照浦和美園保育園,埼玉県さいたま市緑区美園3-10-16,緑区,認可保育所,私立,,60,048-812-2244
35.887035,139.737564,保育園大きなぞうさん,埼玉県さいたま市緑区美園6-7-18,緑区,認可保育所,私立,,90,048-753-9883
35.880466,139.734818,ステラさいたま大門保育園,埼玉県さいたま市緑区大門1223-1,緑区,認可保育所,私立,,90,048-762-8282
35.923771,139.572281,めいあい保育園,埼玉県さいたま市西区西大宮1-46-12,西区,認可保育所,私立,,100,048-729-7833
35.937077,139.618958,まーぶる保育園,埼玉県さいたま市北区宮原町1-533-3,北区,認可保育所,私立,,80,048-778-8360
35.922165,139.661179,はすぬま第二保育園,埼玉県さいたま市見沼区蓮沼1786-1,見沼区,認可保育所,私立,,90,048-715-1187
35.91544,139.656372,保育園ハニーガーデン,埼玉県さいたま市見沼区南中丸760,見沼区,認可保育所,私立,,60,048-793-4113
35.920856,139.673828,七里めぐみ保育園,埼玉県さいたま市見沼区大谷1201,見沼区,認可保育所,私立,,80,048-796-7698
35.949947,139.641129,保育園ミルキーウェイ東大宮園,埼玉県さいたま市見沼区東大宮5-40-1,見沼区,認可保育所,私立,,90,048-884-9624
35.879185,139.628265,リップル保育園鈴谷,埼玉県さいたま市中央区鈴谷9-10-6,中央区,認可保育所,私立,,59,048-767-4009
35.887165,139.626099,保育園ミルキーウェイインターナショナル新都心園,埼玉県さいたま市中央区下落合4-8-17,中央区,認可保育所,私立,,65,048-853-6900
35.886364,139.664642,木崎たいよう保育園,埼玉県さいたま市浦和区木崎5-19-7,浦和区,認可保育所,私立,,90,048-813-0009
35.855774,139.646194,小鳩保育園高砂,埼玉県さいたま市浦和区高砂4-8-23,浦和区,認可保育所,私立,,90,048-710-5810
35.840393,139.639893,保育園ミルキーウェイ武蔵浦和園,埼玉県さいたま市南区沼影1-36-30,南区,認可保育所,私立,,60,048-839-6355
35.856777,139.684052,はれぞら保育園,埼玉県さいたま市南区太田窪3170,南区,認可保育所,私立,,80,048-767-7132
35.849365,139.642517,いちごの花保育園,埼玉県さいたま市南区鹿手袋3-15-13,南区,認可保育所,私立,,60,048-767-6116
35.863453,139.704147,つばき保育園,埼玉県さいたま市緑区東浦和1-13-5,緑区,認可保育所,私立,,90,048-873-8882
35.891323,139.729019,アルタキッズ美園駅前園,埼玉県さいたま市緑区下野田8,緑区,認可保育所,私立,,78,048-711-3152
35.899273,139.733246,きらり白妙保育園,埼玉県さいたま市岩槻区美園東1-6-11,岩槻区,認可保育所,私立,,60,048-872-7050
35.932419,139.582703,アカツキ保育園,埼玉県さいたま市西区西大宮4-1-4,西区,認可保育所,私立,,70,048-657-8148
35.915787,139.592224,えがお三橋保育園,埼玉県さいたま市西区三橋6-654-2,西区,認可保育所,私立,,100,048-783-2480
35.926781,139.596313,くれよん保育園虹,埼玉県さいたま市西区宮前町1238,西区,認可保育所,私立,,71,048-778-9752
35.924618,139.576675,西大宮はばたき保育園,埼玉県さいたま市西区西大宮3-9-3,西区,認可保育所,私立,,80,048-621-4350
35.926708,139.580292,明日香西大宮保育園,埼玉県さいたま市西区西大宮3-19-6,西区,認可保育所,私立,,60,048-729-8456
35.930855,139.580688,西大宮まりーな保育園,埼玉県さいたま市西区西大宮3-61-7,西区,認可保育所,私立,,96,048-621-3050
35.914635,139.580322,指扇はっぴー保育園,埼玉県さいたま市西区指扇1379-1,西区,認可保育所,私立,,80,048-623-0881
35.947304,139.607193,まーぶるゆうゆう保育園,埼玉県さいたま市北区宮原町4-94-3,北区,認可保育所,私立,,90,048-729-8730
35.95084,139.625671,こんばの森保育園,埼玉県さいたま市北区今羽町650-3,北区,認可保育所,私立,,96,048-782-7156
35.923763,139.612732,みずほ保育園大宮大成,埼玉県さいたま市北区大成町4-453-2,北区,認可保育所,私立,,50,048-652-3240
35.936543,139.607407,宮原西口クマさん保育所,埼玉県さいたま市北区日進町3-150,北区,認可保育所,私立,,90,048-662-8585
35.930733,139.632736,とろポポロ保育園,埼玉県さいたま市北区土呂町2-9-10,北区,認可保育所,私立,,45,048-669-5210
35.898521,139.614883,大宮ひなた保育園,埼玉県さいたま市大宮区上小町1146-2,大宮区,認可保育所,私立,,120,048-643-8004
35.905777,139.635056,ゆりかご保育園,埼玉県さいたま市大宮区東町1-222-1,大宮区,認可保育所,私立,,67,048-782-7420
35.927311,139.658493,大和田とちのき保育園,埼玉県さいたま市見沼区大和田町1-2022,見沼区,認可保育所,私立,,90,048-684-5422
35.947292,139.64183,きゃんばす東大宮保育園,埼玉県さいたま市見沼区東大宮5-26-1,見沼区,認可保育所,私立,,89,048-792-0142
35.936584,139.668076,のぞみ保育園,埼玉県さいたま市見沼区風渡野633-3,見沼区,認可保育所,私立,,50,048-688-6716
35.947166,139.636963,きらら西口園,埼玉県さいたま市見沼区東大宮2-22-13,見沼区,認可保育所,私立,,36,048-788-2856
35.892147,139.616455,スキップ本町保育園,埼玉県さいたま市中央区本町東6-7-11,中央区,認可保育所,私立,,60,048-767-7988
35.879982,139.626236,保育園ミルキーウェイ与野本町園,埼玉県さいたま市中央区本町東1-14-5,中央区,認可保育所,私立,,57,048-851-8828
35.899094,139.624695,インターナショナル保育所まぁむ大宮園,埼玉県さいたま市中央区上落合8-1-20,中央区,認可保育所,私立,,49,048-857-6220
35.857498,139.636307,中浦和たいよう保育園,埼玉県さいたま市桜区西堀1-5-26,桜区,認可保育所,私立,,90,048-836-1212
35.888313,139.652191,浦和ひなた保育園,埼玉県さいたま市浦和区上木崎7-9-1,浦和区,認可保育所,私立,,120,048-799-2427
35.859791,139.667435,保育園ナチュラル浦和園,埼玉県さいたま市浦和区前地3-16-15,浦和区,認可保育所,私立,,75,048-767-8308
35.87302,139.65242,元町たいよう保育園,埼玉県さいたま市浦和区元町2-21-9,浦和区,認可保育所,私立,,95,048-813-0300
35.873581,139.653793,うぐす保育園浦和元町,埼玉県さいたま市浦和区元町2-23-15,浦和区,認可保育所,私立,,60,048-885-0880
35.865238,139.651474,アルタキッズ浦和常盤園,埼玉県さいたま市浦和区常盤2-11-23,浦和区,認可保育所,私立,,78,048-767-8316
35.852585,139.672501,南浦和ひなた保育園,埼玉県さいたま市南区南浦和1-29-14,南区,認可保育所,私立,,60,048-762-7037
35.866524,139.677368,浦和メープル保育園,埼玉県さいたま市南区大谷口764-1,南区,認可保育所,私立,,90,048-711-8391
35.84885,139.669022,ひろがり保育園・南浦和,埼玉県さいたま市南区南浦和2-25-1-2階,南区,認可保育所,私立,,50,048-767-7513
35.844322,139.646011,保育園ミルキーウェイラムザ園,埼玉県さいたま市南区沼影1-10-1ラムザタワー1階,南区,認可保育所,私立,,60,048-865-3468
35.847126,139.641403,武蔵浦和さくら保育園,埼玉県さいたま市南区鹿手袋4-14-14,南区,認可保育所,私立,,70,048-767-8641
35.874077,139.691452,チャイルドルーム,埼玉県さいたま市緑区大間木2-13-5,緑区,認可保育所,私立,,60,048-875-4130
35.873657,139.692902,ブルーエレファント保育園,埼玉県さいたま市緑区大間木785,緑区,認可保育所,私立,,90,048-712-4777
35.876015,139.678696,保育園大きなぞうさん浦和中尾,埼玉県さいたま市緑区中尾3725,緑区,認可保育所,私立,,80,048-810-6688
35.868038,139.705627,マロカル保育園,埼玉県さいたま市緑区東浦和5-27-4,緑区,認可保育所,私立,,80,048-762-6682
35.898479,139.726334,アルタキッズ美園東園,埼玉県さいたま市緑区美園3-17-6,緑区,認可保育所,私立,,78,048-755-9479
35.891151,139.733047,小鳩保育園美園,埼玉県さいたま市緑区美園5-48-1,緑区,認可保育所,私立,,78,048-878-0600
35.899002,139.735611,浦和美園まりーな保育園,埼玉県さいたま市岩槻区美園東1-12-5,岩槻区,認可保育所,私立,,70,048-791-3255
35.856602,139.654831,第二浦和たいよう保育園,埼玉県さいたま市浦和区岸町4-26-23,浦和区,認可保育所,私立,,90,048-825-7211
35.843102,139.66037,輝萌の森南浦和根岸園,埼玉県さいたま市南区根岸4-4-17,南区,認可保育所,私立,,60,048-838-4191
35.925785,139.556,リトル百音保育園,埼玉県さいたま市西区宝来2196-8,西区,認可保育所,私立,,75,048-620-3351
35.924618,139.576675,西大宮はっぴー保育園,埼玉県さいたま市西区西大宮3-9-2,西区,認可保育所,私立,,80,048-622-1881
35.926216,139.628479,土呂クマさん保育所,埼玉県さいたま市北区盆栽町380-1,北区,認可保育所,私立,,90,048-662-0288
35.908569,139.641296,みずほ保育園天沼第2,埼玉県さいたま市大宮区天沼町1-504-3,大宮区,認可保育所,私立,,90,048-643-3240
35.894836,139.639404,レインボーkids新都心,埼玉県さいたま市大宮区北袋町1-124-2,大宮区,認可保育所,私立,,67,048-658-9058
35.899872,139.629257,保育園ハニーガーデンさいたま新都心,埼玉県さいたま市大宮区吉敷町2-51-1,大宮区,認可保育所,私立,,47,048-641-4113
35.903652,139.622116,あおぞらウィンクルム保育園第2,埼玉県さいたま市大宮区桜木町1-185-2のびのびプラザ大宮1階,大宮区,認可保育所,私立,,40,048-871-6177
35.900364,139.635376,memorytree大宮保育園,埼玉県さいたま市大宮区吉敷町3-156,大宮区,認可保育所,私立,,50,048-650-5055
35.94643,139.652176,島こどものしろ保育園,埼玉県さいたま市見沼区島町552-1,見沼区,認可保育所,私立,,90,048-812-8915
35.872742,139.631805,南与野たいよう保育園,埼玉県さいたま市中央区鈴谷5-15-8,中央区,認可保育所,私立,,90,048-856-0666
35.882633,139.638565,与野クマさん保育所,埼玉県さいたま市中央区下落合1085-1,中央区,認可保育所,私立,,90,048-833-2611
35.892738,139.629837,彩の調保育園さいたま新都心西口,埼玉県さいたま市中央区新都心5-2ポルト小池ビル1階,中央区,認可保育所,私立,,51,048-762-6808
35.888981,139.632797,リコリコ保育園,埼玉県さいたま市中央区上落合1-3-3,中央区,認可保育所,私立,,60,048-617-1101
35.869968,139.629532,つながりほいくえん,埼玉県さいたま市中央区鈴谷2-623-1,中央区,認可保育所,私立,,39,048-816-3884
35.865505,139.646179,浦和バプテスト保育園,埼玉県さいたま市浦和区常盤7-2-14,浦和区,認可保育所,私立,,63,048-832-9693
35.870468,139.64473,北浦和ひなた保育園,埼玉県さいたま市浦和区常盤9-21-9-2,浦和区,認可保育所,私立,,90,048-833-7777
35.866871,139.661911,浦和本太はばたき保育園,埼玉県さいたま市浦和区本太5-12-16,浦和区,認可保育所,私立,,60,048-885-0766
35.862068,139.664383,うぐす保育園浦和本太,埼玉県さいたま市浦和区本太1-9-6,浦和区,認可保育所,私立,,90,048-883-0880
35.860516,139.656784,ピンクライオン保育園,埼玉県さいたま市浦和区東仲町9-6-3,浦和区,認可保育所,私立,,90,048-887-0666
35.85183,139.673553,南浦和おおぞら保育園,埼玉県さいたま市南区南浦和2-10-11,南区,認可保育所,私立,,90,048-885-3300
35.849407,139.674393,彩の調保育園南浦和 宙,埼玉県さいたま市南区南浦和3-15-10,南区,認可保育所,私立,,90,048-767-8116
35.839573,139.645126,さつき保育園,埼玉県さいたま市南区沼影2-9-8,南区,認可保育所,私立,,60,048-838-7774
35.84362,139.641479,武蔵浦和たいよう保育園,埼玉県さいたま市南区鹿手袋5-12-4,南区,認可保育所,私立,,63,048-838-0300
35.841011,139.673019,まなびの森保育園南浦和,埼玉県さいたま市南区文蔵3-20-17,南区,認可保育所,私立,,60,048-799-3922
35.847172,139.64447,いちごの森保育園,埼玉県さいたま市南区別所6-15-16,南区,認可保育所,私立,,60,048-837-5935
35.900311,139.722046,あけみ保育園,埼玉県さいたま市緑区美園2-16-7,緑区,認可保育所,私立,,90,048-767-7770
35.925858,139.575027,保育園ハニーガーデン西大宮,埼玉県さいたま市西区西大宮2-2-2,西区,認可保育所,私立,,90,048-620-3232
35.915203,139.585632,大宮三橋はばたき保育園,埼玉県さいたま市西区三橋6-1239-1,西区,認可保育所,私立,,60,048-658-9317
35.896557,139.638245,彩の調保育園さいたま新都心東口,埼玉県さいたま市大宮区天沼町2-509-12,大宮区,認可保育所,私立,,93,048-644-3780
35.902027,139.636581,親愛大宮保育園,埼玉県さいたま市大宮区浅間町2-262-4,大宮区,認可保育所,私立,,87,048-776-9902
35.886303,139.623688,本町東マーガレット保育園,埼玉県さいたま市中央区本町東4-3-13,中央区,認可保育所,私立,,81,048-767-4473
35.876091,139.630005,はなまる保育園,埼玉県さいたま市中央区鈴谷6-13-12,中央区,認可保育所,私立,,80,048-857-1114
35.845741,139.654343,こびとの森幼保園,埼玉県さいたま市南区白幡3-4-23,南区,認可保育所,私立,,40,048-836-2588
35.858185,139.67691,保育園クレヨンハウス,埼玉県さいたま市南区太田窪4-17-16,南区,認可保育所,私立,,76,048-881-5070
35.838093,139.644608,保育園NATURAL HOUSE 武蔵浦和園,埼玉県さいたま市南区曲本5-8-3-103,南区,認可保育所,私立,,39,048-762-8817
35.867699,139.66835,浦和あかつき保育園,埼玉県さいたま市緑区原山1-12-19,緑区,認可保育所,私立,,90,048-813-1160
35.883495,139.741455,フラワー大門保育園,埼玉県さいたま市緑区東大門3-15-8,緑区,認可保育所,私立,,60,048-812-0710
35.930813,139.629715,ルアナ保育園土呂,埼玉県さいたま市北区土呂町1-9-1,北区,認可保育所,私立,,77,048-652-7700
35.951214,139.651199,東大宮たいよう保育園,埼玉県さいたま市見沼区東大宮6-44-12,見沼区,認可保育所,私立,,60,048-686-6000
35.881432,139.628082,ながれ星保育園 与野本町,埼玉県さいたま市中央区下落合6-7-6,中央区,認可保育所,私立,,28,048-711-8202
35.858944,139.647644,ラピスインターナショナル浦和園,埼玉県さいたま市浦和区仲町3-11-2 KYJビル1階,浦和区,認可保育所,私立,,46,048-832-3800
35.844963,139.667648,彩の調保育園南浦和 空,埼玉県さいたま市南区南本町1-11-19,南区,認可保育所,私立,,93,048-816-9496
35.882462,139.734512,さいたまひなた保育園,埼玉県さいたま市緑区大門1278,緑区,認可保育所,私立,,63,048-829-7261
35.907879,139.618835,大宮たいよう保育園,埼玉県さいたま市大宮区桜木町2-902大宮サクラスクエアB棟301号,大宮区,認可保育所,私立,,60,048-641-0201
35.844994,139.645477,ラピスインターナショナル武蔵浦和園,埼玉県さいたま市南区沼影1-8-1-201,南区,認可保育所,私立,,69,048-767-6520
35.907215,139.653183,さいたま南中野雲母保育園,埼玉県さいたま市見沼区南中野166-3,見沼区,認可保育所,私立,,60,048-731-8118
35.840744,139.672195,南浦和文蔵はばたき保育園,埼玉県さいたま市南区文蔵3-38-6,南区,認可保育所,私立,,60,048-838-6200
35.86821,139.698059,クオリスキッズ東浦和保育園,埼玉県さいたま市緑区東浦和3-31-8,緑区,認可保育所,私立,,60,048-767-7982
35.919575,139.663345,わかたけのもり保育園,埼玉県さいたま市見沼区南中野1130-1,見沼区,認可保育所,私立,,42,080-7943-1174
35.896484,139.704834,認可保育園みその春風,埼玉県さいたま市緑区南部領辻円城寺4079,緑区,認可保育所,私立,,60,048-797-7570
